"...1","X","address","nhood","lat","long","month","year","block","street_name","street_type","centroid_lat","centroid_long","year_nhood","month_year_nhood","dummy"
521,806,"2000 Block Of Bancroft  Avenue","Bayview Hunters Point",NA,NA,5,2015,2000,"Bancroft","Avenue",37.730696,-122.388515,"2015 Bayview Hunters Point","5 2015 Bayview Hunters Point",1
522,807,"1700 Block Of Hyde  Street","Russian Hill",37.7968046487095,-122.418564664199,9,2013,1700,"Hyde","Street",37.800432,-122.417609,"2013 Russian Hill","9 2013 Russian Hill",1
523,810,"500 Block Of Dolores  Street","Castro/Upper Market",37.7606334250863,-122.425912674942,5,2017,500,"Dolores","Street",37.758812,-122.435644,"2017 Castro/Upper Market","5 2017 Castro/Upper Market",1
524,811,"400 Block Of 06th  Avenue","Inner Richmond",37.7800548234605,-122.464212068024,2,2016,400,"06th","Avenue",37.778849,-122.468955,"2016 Inner Richmond","2 2016 Inner Richmond",1
525,812,"600 Block Of Lakeview  Avenue","Oceanview/Merced/Ingleside",37.7182342863682,-122.456626396632,7,2013,600,"Lakeview","Avenue",37.718959,-122.462039,"2013 Oceanview/Merced/Ingleside","7 2013 Oceanview/Merced/Ingleside",1
526,816,"0 Block Of Red Rock  Way","Glen Park/Noe Valley",37.7460270934303,-122.442264743654,10,2017,0,"Red Rock","Way",37.747095,-122.431421,"2017 Noe Valley","10 2017 Noe Valley",1
527,818,"2200 Block Of 40th  Avenue","Sunset/Parkside",37.7448563799622,-122.498386644799,4,2015,2200,"40th","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","4 2015 Sunset/Parkside",1
528,819,"100 Block Of Gilbert  Street","Financial District/South Beach/SOMA",37.7731706220365,-122.402291963204,11,2014,100,"Gilbert","Street",37.779527,-122.405727,"2014 South of Market","11 2014 South of Market",1
529,820,"2600 Block Of Folsom  Street","Mission",37.7548991738697,-122.414310555845,5,2013,2600,"Folsom","Street",37.758338,-122.414678,"2013 Mission","5 2013 Mission",1
530,821,"300 Block Of 02nd  Avenue","Inner Richmond",37.782174982013,-122.460068426367,8,2017,300,"02nd","Avenue",37.778849,-122.468955,"2017 Inner Richmond","8 2017 Inner Richmond",1
531,822,"2200 Block Of 36th  Avenue","Sunset/Parkside",37.7450454089855,-122.49410270573,4,2015,2200,"36th","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","4 2015 Sunset/Parkside",1
532,825,"200 Block Of San Jose  Avenue","Mission",37.751248253806,-122.421516368636,6,2013,200,"San Jose","Avenue",37.758338,-122.414678,"2013 Mission","6 2013 Mission",1
533,826,"1000 Block Of Ingerson  Avenue","Bayview Hunters Point",37.7196444363502,-122.393916787295,2,2017,1000,"Ingerson","Avenue",37.730696,-122.388515,"2017 Bayview Hunters Point","2 2017 Bayview Hunters Point",1
534,827,"1500 Block Of Waller  Street","Haight Ashbury/Hayes Valley",37.7686608114431,-122.449987949368,4,2014,1500,"Waller","Street",37.76991,-122.447678,"2014 Haight Ashbury","4 2014 Haight Ashbury",1
535,828,"3500 Block Of Market  Street","Twin Peaks",37.7558762273344,-122.441121568959,7,2012,3500,"Market","Street",37.753375,-122.445652,"2012 Twin Peaks","7 2012 Twin Peaks",1
536,829,"1400 Block Of Larkin  Street","Nob Hill",37.7912460334511,-122.419128973471,4,2017,1400,"Larkin","Street",37.793044,-122.414461,"2017 Nob Hill","4 2017 Nob Hill",1
537,831,"3400 Block Of Divisadero  Street","Marina",37.8013732935499,-122.443129059251,12,2018,3400,"Divisadero","Street",37.802877,-122.436969,"2018 Marina","12 2018 Marina",1
538,835,"300 Block Of 12th  Avenue","Inner Richmond",37.7816878767094,-122.470781371523,6,2013,300,"12th","Avenue",37.778849,-122.468955,"2013 Inner Richmond","6 2013 Inner Richmond",1
539,836,"1300 Block Of Clay  Street","Nob Hill",37.7931183790891,-122.415291548679,11,2017,1300,"Clay","Street",37.793044,-122.414461,"2017 Nob Hill","11 2017 Nob Hill",1
540,837,"4300 Block Of Geary  Boulevard","Inner Richmond",37.7810170488293,-122.465890028611,2,2018,4300,"Geary","Boulevard",37.778849,-122.468955,"2018 Inner Richmond","2 2018 Inner Richmond",1
541,838,"200 Block Of Clinton  Park","Mission",37.7690485031137,-122.425639593952,4,2013,200,"Clinton","Park",37.758338,-122.414678,"2013 Mission","4 2013 Mission",1
542,839,"200 Block Of Sanchez  Street","Castro/Upper Market",37.7651207494163,-122.430953812844,10,2015,200,"Sanchez","Street",37.758812,-122.435644,"2015 Castro/Upper Market","10 2015 Castro/Upper Market",1
543,840,"100 Block Of Rivas  Avenue","Lakeshore",37.7159654909577,-122.481621080059,4,2016,100,"Rivas","Avenue",37.71872,-122.477916,"2016 Lakeshore","4 2016 Lakeshore",1
544,842,"400 Block Of Greenwich  Street","North Beach",37.8025383865859,-122.407687722783,5,2015,400,"Greenwich","Street",37.799254,-122.407458,"2015 North Beach","5 2015 North Beach",1
545,843,"4000 Block Of 23rd  Street","Glen Park/Noe Valley",37.7529581032675,-122.433131657727,4,2014,4000,"23rd","Street",37.747095,-122.431421,"2014 Noe Valley","4 2014 Noe Valley",1
546,845,"1000 Block Of Market  Street","Financial District/South Beach/SOMA",37.7813266694663,-122.41136681047,10,2013,1000,"Market","Street",37.779527,-122.405727,"2013 South of Market","10 2013 South of Market",1
547,846,"600 Block Of Corbett  Avenue","Twin Peaks",37.7561362905713,-122.443232075472,6,2017,600,"Corbett","Avenue",37.753375,-122.445652,"2017 Twin Peaks","6 2017 Twin Peaks",1
548,847,"3600 Block Of 19th  Street","Mission",37.7598615681682,-122.425391750582,11,2018,3600,"19th","Street",37.758338,-122.414678,"2018 Mission","11 2018 Mission",1
549,848,"900 Block Of Potrero  Avenue","Potrero Hill",37.757294204027,-122.406801464466,1,2016,900,"Potrero","Avenue",37.759056,-122.398618,"2016 Potrero Hill","1 2016 Potrero Hill",1
550,851,"100 Block Of Corbett  Avenue","Castro/Upper Market",37.7616744141838,-122.441960308374,7,2014,100,"Corbett","Avenue",37.758812,-122.435644,"2014 Castro/Upper Market","7 2014 Castro/Upper Market",1
551,854,"300 Block Of Harvard  Street","Excelsior/Outer Mission",37.7253101903324,-122.420123239728,3,2014,300,"Harvard","Street",37.7223,-122.431224,"2014 Excelsior","3 2014 Excelsior",1
552,855,"3500 Block Of San Bruno  Avenue","Portola",37.7170305990974,-122.399920012812,3,2014,3500,"San Bruno","Avenue",37.72647,-122.407642,"2014 Portola","3 2014 Portola",1
553,857,"0 Block Of Dorland  Street","Mission",37.7622787359971,-122.425046626994,8,2016,0,"Dorland","Street",37.758338,-122.414678,"2016 Mission","8 2016 Mission",1
554,858,"500 Block Of Larkin  Street","Tenderloin",37.7828449159243,-122.417433827479,11,2012,500,"Larkin","Street",37.784141,-122.414748,"2012 Tenderloin","11 2012 Tenderloin",1
555,859,"5300 Block Of Diamond Heights  Boulevard","Glen Park/Noe Valley",37.7427576550567,-122.436341731114,10,2011,5300,"Diamond Heights","Boulevard",37.735976,-122.434464,"2011 Glen Park","10 2011 Glen Park",1
556,861,"0 Block Of Conkling  Street","Bayview Hunters Point",37.7356014958721,-122.4018977069,5,2018,0,"Conkling","Street",37.730696,-122.388515,"2018 Bayview Hunters Point","5 2018 Bayview Hunters Point",1
557,862,"1000 Block Of Alabama  Street","Mission",37.7550871707018,-122.411196372003,7,2015,1000,"Alabama","Street",37.758338,-122.414678,"2015 Mission","7 2015 Mission",1
558,863,"800 Block Of Harrison  Street","Financial District/South Beach/SOMA",37.7799118133309,-122.400729766998,2,2013,800,"Harrison","Street",37.779527,-122.405727,"2013 South of Market","2 2013 South of Market",1
559,864,"1800 Block Of San Jose  Avenue","Excelsior/Outer Mission",37.7280726436554,-122.440684436835,5,2017,1800,"San Jose","Avenue",37.709585,-122.455082,"2017 Outer Mission","5 2017 Outer Mission",1
560,865,"800 Block Of Sacramento  Street","Chinatown",37.7932281779663,-122.407330485957,11,2016,800,"Sacramento","Street",37.795073,-122.40635,"2016 Chinatown","11 2016 Chinatown",1
561,866,"2700 Block Of Green  Street","Pacific Heights",37.7950029411375,-122.444398487773,12,2011,2700,"Green","Street",37.792182,-122.432784,"2011 Pacific Heights","12 2011 Pacific Heights",1
562,867,"300 Block Of Green  Street","North Beach",37.7999804210559,-122.405210774605,6,2017,300,"Green","Street",37.799254,-122.407458,"2017 North Beach","6 2017 North Beach",1
563,868,"2700 Block Of 35th  Avenue","Sunset/Parkside",37.7360569335585,-122.4924009237,3,2014,2700,"35th","Avenue",37.749026,-122.493742,"2014 Sunset/Parkside","3 2014 Sunset/Parkside",1
564,869,"0 Block Of Emery  Lane","Chinatown",37.7987051660297,-122.409686652088,1,2015,0,"Emery","Lane",37.795073,-122.40635,"2015 Chinatown","1 2015 Chinatown",1
565,870,"2200 Block Of Broadway  Street","Pacific Heights",37.7943700750207,-122.434096777696,10,2014,2200,"Broadway","Street",37.792182,-122.432784,"2014 Pacific Heights","10 2014 Pacific Heights",1
566,871,"3200 Block Of 23rd  Street","Mission",37.7539349131701,-122.416959695788,6,2018,3200,"23rd","Street",37.758338,-122.414678,"2018 Mission","6 2018 Mission",1
567,872,"700 Block Of Ellis  Street","Tenderloin",37.7841324294373,-122.418535460255,2,2018,700,"Ellis","Street",37.784141,-122.414748,"2018 Tenderloin","2 2018 Tenderloin",1
568,873,"0 Block Of King  Street","Mission Bay",37.7807335080989,-122.38872073953,10,2014,0,"King","Street",37.770674,-122.392015,"2014 Mission Bay","10 2014 Mission Bay",1
569,874,"1700 Block Of 26th  Avenue","Sunset/Parkside",37.7548435433096,-122.484039052979,11,2011,1700,"26th","Avenue",37.749026,-122.493742,"2011 Sunset/Parkside","11 2011 Sunset/Parkside",1
570,875,"800 Block Of Pine  Street","Nob Hill",37.7909848515264,-122.409799575998,9,2016,800,"Pine","Street",37.793044,-122.414461,"2016 Nob Hill","9 2016 Nob Hill",1
571,876,"300 Block Of Fell  Street","Haight Ashbury/Hayes Valley",37.7758519140443,-122.423556143533,4,2012,300,"Fell","Street",37.776425,-122.426235,"2012 Hayes Valley","4 2012 Hayes Valley",1
572,878,"0 Block Of Golden Gate  Avenue","Tenderloin",37.7821958565296,-122.411257637015,1,2015,0,"Golden Gate","Avenue",37.784141,-122.414748,"2015 Tenderloin","1 2015 Tenderloin",1
573,879,"1700 Block Of Oakdale  Avenue","Bayview Hunters Point",37.7361948104741,-122.393153240893,1,2016,1700,"Oakdale","Avenue",37.730696,-122.388515,"2016 Bayview Hunters Point","1 2016 Bayview Hunters Point",1
574,881,"400 Block Of Persia  Avenue","Excelsior/Outer Mission",37.7214280147725,-122.432405737131,1,2018,400,"Persia","Avenue",37.7223,-122.431224,"2018 Excelsior","1 2018 Excelsior",1
575,882,"1700 Block Of Bryant  Street","Mission",37.7649579128187,-122.410425219524,5,2012,1700,"Bryant","Street",37.758338,-122.414678,"2012 Mission","5 2012 Mission",1
576,883,"100 Block Of Rolph  Street","Excelsior/Outer Mission",37.7144881870414,-122.438732884844,6,2015,100,"Rolph","Street",37.7223,-122.431224,"2015 Excelsior","6 2015 Excelsior",1
577,884,"500 Block Of Pierce  Street","Haight Ashbury/Hayes Valley",37.7749463375293,-122.43438880252,4,2012,500,"Pierce","Street",37.776425,-122.426235,"2012 Hayes Valley","4 2012 Hayes Valley",1
578,885,"2000 Block Of Mission  Street","Mission",NA,NA,7,2018,2000,"Mission","Street",37.758338,-122.414678,"2018 Mission","7 2018 Mission",1
579,888,"1900 Block Of 15th  Street","Castro/Upper Market",37.7662310757837,-122.427147907468,8,2017,1900,"15th","Street",37.758812,-122.435644,"2017 Castro/Upper Market","8 2017 Castro/Upper Market",1
580,889,"1800 Block Of 20th  Avenue","Sunset/Parkside",37.7532609080724,-122.477481738158,10,2014,1800,"20th","Avenue",37.749026,-122.493742,"2014 Sunset/Parkside","10 2014 Sunset/Parkside",1
581,890,"400 Block Of Eddy  Street","Tenderloin",NA,NA,2,2013,400,"Eddy","Street",37.784141,-122.414748,"2013 Tenderloin","2 2013 Tenderloin",1
582,892,"1200 Block Of 20th  Avenue","Sunset/Parkside",37.7644569475839,-122.478257822305,7,2018,1200,"20th","Avenue",37.749026,-122.493742,"2018 Sunset/Parkside","7 2018 Sunset/Parkside",1
583,893,"700 Block Of Kearny  Street","Chinatown",NA,NA,5,2016,700,"Kearny","Street",37.795073,-122.40635,"2016 Chinatown","5 2016 Chinatown",1
584,894,"0 Block Of Dolores  Street","Castro/Upper Market",37.7684188142896,-122.426659380285,8,2014,0,"Dolores","Street",37.758812,-122.435644,"2014 Castro/Upper Market","8 2014 Castro/Upper Market",1
585,895,"700 Block Of Laguna  Street","Haight Ashbury/Hayes Valley",37.7776253200062,-122.426499963059,6,2015,700,"Laguna","Street",37.776425,-122.426235,"2015 Hayes Valley","6 2015 Hayes Valley",1
586,896,"1700 Block Of Washington  Street","Russian Hill",37.7931539370197,-122.422050593203,3,2014,1700,"Washington","Street",37.800432,-122.417609,"2014 Russian Hill","3 2014 Russian Hill",1
587,897,"100 Block Of Bacon  Street","Portola",37.7275042157131,-122.404093360439,9,2014,100,"Bacon","Street",37.72647,-122.407642,"2014 Portola","9 2014 Portola",1
588,900,"400 Block Of Union  Street","North Beach",37.8006874284547,-122.407192749011,10,2013,400,"Union","Street",37.799254,-122.407458,"2013 North Beach","10 2013 North Beach",1
589,904,"2700 Block Of Mcallister  Street","Lone Mountain/USF",37.775361517909,-122.457453986631,10,2017,2700,"Mcallister","Street",37.777975,-122.452816,"2017 Lone Mountain/USF","10 2017 Lone Mountain/USF",1
590,905,"2500 Block Of Octavia  Street","Pacific Heights",37.7955842509761,-122.42844114916,7,2015,2500,"Octavia","Street",37.792182,-122.432784,"2015 Pacific Heights","7 2015 Pacific Heights",1
591,907,"2400 Block Of Bayshore  Boulevard","Bayview Hunters Point",37.7108356011154,-122.40401417139,10,2012,2400,"Bayshore","Boulevard",37.730696,-122.388515,"2012 Bayview Hunters Point","10 2012 Bayview Hunters Point",1
592,908,"400 Block Of 27th  Street","Glen Park/Noe Valley",37.7466963812591,-122.430302756032,5,2018,400,"27th","Street",37.747095,-122.431421,"2018 Noe Valley","5 2018 Noe Valley",1
593,910,"700 Block Of Polk  Street","Tenderloin",37.7833345920175,-122.419227569478,2,2012,700,"Polk","Street",37.784141,-122.414748,"2012 Tenderloin","2 2012 Tenderloin",1
594,911,"3300 Block Of 21st  Street","Mission",37.7568354007963,-122.422224074823,8,2012,3300,"21st","Street",37.758338,-122.414678,"2012 Mission","8 2012 Mission",1
595,912,"900 Block Of Market  Street","Financial District/South Beach/SOMA",37.7827301039149,-122.409585417387,3,2015,900,"Market","Street",37.779527,-122.405727,"2015 South of Market","3 2015 South of Market",1
596,913,"2600 Block Of Sutter  Street","Presidio Heights",37.784721852185,-122.444006947522,10,2012,2600,"Sutter","Street",37.788849,-122.452228,"2012 Presidio Heights","10 2012 Presidio Heights",1
597,914,"2800 Block Of 22nd  Street","Mission",37.7558600415162,-122.411735256647,6,2016,2800,"22nd","Street",37.758338,-122.414678,"2016 Mission","6 2016 Mission",1
598,915,"500 Block Of Capp  Street","Mission",37.7578996028686,-122.417888302701,3,2013,500,"Capp","Street",37.758338,-122.414678,"2013 Mission","3 2013 Mission",1
599,917,"2100 Block Of Mission  Street","Mission",37.7628818540052,-122.419460012805,2,2015,2100,"Mission","Street",37.758338,-122.414678,"2015 Mission","2 2015 Mission",1
600,918,"600 Block Of Grand View  Avenue","Glen Park/Noe Valley",37.7499698426235,-122.442650843219,3,2017,600,"Grand View","Avenue",37.747095,-122.431421,"2017 Noe Valley","3 2017 Noe Valley",1
601,919,"0 Block Of Gough  Street","Mission",37.7720570849143,-122.420706220948,7,2017,0,"Gough","Street",37.758338,-122.414678,"2017 Mission","7 2017 Mission",1
602,920,"3800 Block Of Noriega  Street","Sunset/Parkside",37.752987822448,-122.504869577646,6,2015,3800,"Noriega","Street",37.749026,-122.493742,"2015 Sunset/Parkside","6 2015 Sunset/Parkside",1
603,921,"500 Block Of Jersey  Street","Glen Park/Noe Valley",37.7502934611275,-122.437309648193,7,2015,500,"Jersey","Street",37.747095,-122.431421,"2015 Noe Valley","7 2015 Noe Valley",1
604,922,"1800 Block Of Franklin  Street","Pacific Heights",37.79152333528,-122.424250989228,10,2015,1800,"Franklin","Street",37.792182,-122.432784,"2015 Pacific Heights","10 2015 Pacific Heights",1
605,923,"300 Block Of Head  Street","Oceanview/Merced/Ingleside",37.7136143427897,-122.464393624905,6,2012,300,"Head","Street",37.718959,-122.462039,"2012 Oceanview/Merced/Ingleside","6 2012 Oceanview/Merced/Ingleside",1
606,925,"4900 Block Of Mission  Street","Excelsior/Outer Mission",37.7188743945729,-122.439152110497,10,2017,4900,"Mission","Street",37.7223,-122.431224,"2017 Excelsior","10 2017 Excelsior",1
607,926,"2200 Block Of Bryant  Street","Mission",37.7580204901363,-122.40960378801,5,2017,2200,"Bryant","Street",37.758338,-122.414678,"2017 Mission","5 2017 Mission",1
608,928,"700 Block Of Post  Street","Tenderloin",37.7875587234692,-122.414174695429,4,2015,700,"Post","Street",37.784141,-122.414748,"2015 Tenderloin","4 2015 Tenderloin",1
609,930,"2100 Block Of Taylor  Street","Russian Hill",37.8021548660574,-122.414586772169,4,2014,2100,"Taylor","Street",37.800432,-122.417609,"2014 Russian Hill","4 2014 Russian Hill",1
610,933,"300 Block Of Lansdale  Avenue","West of Twin Peaks",37.7362943586155,-122.459217396851,5,2015,300,"Lansdale","Avenue",37.737955,-122.460363,"2015 West of Twin Peaks","5 2015 West of Twin Peaks",1
611,935,"800 Block Of Central  Avenue","Lone Mountain/USF",37.7774220862736,-122.445061181845,5,2012,800,"Central","Avenue",37.777975,-122.452816,"2012 Lone Mountain/USF","5 2012 Lone Mountain/USF",1
612,936,"0 Block Of Chumasero  Drive","Lakeshore",37.7132784582678,-122.472924130809,12,2018,0,"Chumasero","Drive",37.71872,-122.477916,"2018 Lakeshore","12 2018 Lakeshore",1
613,937,"1600 Block Of Grove  Street","Lone Mountain/USF",37.7751908098526,-122.443769154485,11,2015,1600,"Grove","Street",37.777975,-122.452816,"2015 Lone Mountain/USF","11 2015 Lone Mountain/USF",1
614,939,"0 Block Of Neptune  Street","Bayview Hunters Point",37.7306117017945,-122.397016805813,2,2017,0,"Neptune","Street",37.730696,-122.388515,"2017 Bayview Hunters Point","2 2017 Bayview Hunters Point",1
615,940,"1100 Block Of Polk  Street","Nob Hill",37.7870537763363,-122.419973761675,4,2016,1100,"Polk","Street",37.793044,-122.414461,"2016 Nob Hill","4 2016 Nob Hill",1
616,941,"200 Block Of Dolores  Street","Castro/Upper Market",37.7652109535115,-122.42652263038,10,2014,200,"Dolores","Street",37.758812,-122.435644,"2014 Castro/Upper Market","10 2014 Castro/Upper Market",1
617,942,"100 Block Of Girard  Street","Portola",37.7303761350109,-122.405837578175,12,2015,100,"Girard","Street",37.72647,-122.407642,"2015 Portola","12 2015 Portola",1
618,943,"1000 Block Of Market  Street","Financial District/South Beach/SOMA",37.7813266694663,-122.41136681047,2,2016,1000,"Market","Street",37.779527,-122.405727,"2016 South of Market","2 2016 South of Market",1
