"","Buyout.Agreement.Date","Buyout.Amount","Address","Analysis.Neighborhood","point"
"2045","08/03/2021",67500,"1141 Sanchez Street","Noe Valley","POINT (-122.4295755961087 37.75096381434128)"
"2046","08/26/2015",40000,"3775 16th Street","Castro/Upper Market","POINT (-122.43666696558323 37.76389543450661)"
"2047","",NA,"475 Silver Avenue","Excelsior","POINT (-122.42662281173332 37.72864096732681)"
"2048","02/06/2017",12500,"2275 sutter Street","Japantown","POINT (-122.43775318329975 37.78549587043602)"
"2049","",NA,"386 Waller Street","Hayes Valley","POINT (-122.4299931420386 37.771241763445374)"
"2050","",NA,"234 Pierce Street","Haight Ashbury","POINT (-122.43378486165973 37.77204807416757)"
"2051","11/21/2016",53500,"1831 Union Street","Marina","POINT (-122.42946884821647 37.79783409746437)"
"2052","",NA,"589 Dolores Street","Mission","POINT (-122.42583523246125 37.76006148489929)"
"2053","",NA,"79 Uranus Terrace","Castro/Upper Market","POINT (-122.44534323160008 37.76085070742777)"
"2054","",NA,"120 Webster Street","Hayes Valley","POINT (-122.42870563993797 37.77194793932716)"
"2055","",NA,"1655 Jones Street","Nob Hill","POINT (-122.415180025267 37.7965094939077)"
"2056","02/25/2021",10000,"2721 Santiago Street","Sunset/Parkside","POINT (-122.49647612305051 37.74398647301846)"
"2057","",NA,"1343 McAllister Street","Western Addition","POINT (-122.43413618904994 37.7783088186265)"
"2058","",NA,"3303 Cesar Chavez Street","Bernal Heights","POINT (-122.41617470880091 37.74812832892144)"
"2059","01/28/2022",3550,"8 Buchanan Street","Hayes Valley","POINT (-122.42647096012148 37.7697099298473)"
"2060","07/11/2018",8000,"550 Flood Avenue","West of Twin Peaks","POINT (-122.45226191536476 37.72989920570148)"
"2061","",NA,"3720 20th Street","Mission","POINT (-122.42403625948094 37.75836429453625)"
"2063","",NA,"1527 Kirkham Street","Sunset/Parkside","POINT (-122.47717630001343 37.75979642789354)"
"2064","11/15/2017",2850,"62 Carmelita Street","Haight Ashbury","POINT (-122.43431707503242 37.77032154790721)"
"2065","08/30/2016",7000,"445 O’Farrell Street","Tenderloin","POINT (-122.41201727661554 37.78588853444768)"
"2066","12/11/2017",18000,"3214 Balboa Street","Outer Richmond","POINT (-122.49329175481422 37.77593185284165)"
"2067","12/02/2016",10000,"721 Rolph Street","Excelsior","POINT (-122.43161423770096 37.71177699765518)"
"2068","",NA,"806 Guerrero Street","Mission","POINT (-122.4235603572309 37.75820309683185)"
"2070","",NA,"1322 Chestnut Street","Marina","POINT (-122.42518118063033 37.80225782934975)"
"2071","04/25/2022",15000,"1721 Beach Street","Marina","POINT (-122.4375046791425 37.804280592641405)"
"2072","08/26/2019",25000,"515 23rd Avenue","Outer Richmond","POINT (-122.48247632953097 37.77793588094982)"
"2073","",NA,"2308 Lombard Street","Marina","POINT (-122.43957589881454 37.7994926931317)"
"2074","",NA,"839 Leavenworth Street","Nob Hill","POINT (-122.41530850008593 37.788769964667566)"
"2075","",NA,"761 San Bruno Avenue","Potrero Hill","POINT (-122.40500168279827 37.760029653000096)"
"2076","12/04/2019",10000,"1044 Noe Street","Noe Valley","POINT (-122.43200754618547 37.75237007801809)"
"2077","09/24/2019",60000,"1469 Palou Avenue","Bayview Hunters Point","POINT (-122.38846028195647 37.73255660442466)"
"2080","",NA,"1132 Lake Street","Inner Richmond","POINT (-122.47151891502898 37.78639963876521)"
"2081","08/02/2017",85000,"129 Beaumont Avenue","Lone Mountain/USF","POINT (-122.4547295096396 37.77944460676126)"
"2082","",NA,"57 Oakwood Street","Mission","POINT (-122.42491305261477 37.76059815988503)"
"2083","07/19/2017",10000,"1801 Turk Street","Western Addition","POINT (-122.43885970813923 37.7796229813289)"
"2084","08/09/2019",42000,"426 Funston Avenue","Inner Richmond","POINT (-122.47171536298889 37.780133589898995)"
"2085","",NA,"22 Elizabeth Street","Mission","POINT (-122.42191138461976 37.7528678445008)"
"2086","05/09/2022",85000,"2741 Hyde Street","Russian Hill","POINT (-122.42049715111453 37.80611987171777)"
"2087","11/20/2017",20000,"51 John Street","Chinatown","POINT (-122.41083157616723 37.795930717134674)"
"2088","",NA,"1710 Noe Street","Glen Park","POINT (-122.43091262421946 37.741620541204306)"
"2089","08/24/2017",44012.47,"777 Clayton Street","Haight Ashbury","POINT (-122.44815445537785 37.76747343877074)"
"2090","",NA,"148 Chenery Street","Glen Park","POINT (-122.42572495451688 37.739390466484195)"
"2091","10/25/2019",22200,"131 Belvedere Street","Haight Ashbury","POINT (-122.44937748032619 37.768126614038266)"
"2093","",NA,"195 26th Avenue","Seacliff","POINT (-122.48627376576839 37.78585935394724)"
"2094","",NA,"616 La Grande Avenue","Excelsior","POINT (-122.4269711937458 37.716458560246004)"
"2095","",NA,"2620 Vicente Street","Sunset/Parkside","POINT (-122.49502077417564 37.73849232587611)"
"2096","10/10/2018",60116,"1163 South Van Ness Avenue","Mission","POINT (-122.41645129511568 37.754586538658415)"
"2097","06/30/2020",77400.15,"4204 Mission Street","Outer Mission","POINT (-122.43035865221195 37.729794674929884)"
"2099","",NA,"893 Elizabeth Street","Noe Valley","POINT (-122.44047460233593 37.75168990114889)"
"2100","11/03/2021",61355,"22 Church Street","Hayes Valley","POINT (-122.42924789363161 37.77011454882547)"
"2101","08/14/2015",13000,"198 Noe Street","Castro/Upper Market","POINT (-122.4333112229047 37.765954372436994)"
"2102","12/07/2021",49000,"970 Chestnut Street","Russian Hill","POINT (-122.41939883858676 37.803011306910726)"
"2104","07/01/2021",25000,"255 Shrader Street","Lone Mountain/USF","POINT (-122.4525698255805 37.77261058141853)"
"2105","",NA,"1468 Waller Street","Haight Ashbury","POINT (-122.44788863853036 37.76896252565497)"
"2108","",NA,"1048 Guerrero Street","Mission","POINT (-122.42319566257845 37.754384537654076)"
"2109","",NA,"2341 Bryant Street","Mission","POINT (-122.40951396862582 37.756931809125106)"
"2110","02/04/2019",20000,"1183 Howard Street","South of Market","POINT (-122.41120148606647 37.776518949240824)"
"2111","",NA,"628 Steiner Street","Hayes Valley","POINT (-122.4326827405623 37.775007219130785)"
"2113","04/20/2020",25000,"1919 Oakdale Avenue","Bayview Hunters Point","POINT (-122.39637869306897 37.737995442304616)"
"2114","11/08/2021",40000,"126 Thrift Street","Oceanview/Merced/Ingleside","POINT (-122.45695111364208 37.7175028943486)"
"2115","",NA,"937 Stanyan Street","Inner Sunset","POINT (-122.45291980386041 37.76600904162749)"
"2116","",NA,"251 Harold Avenue","Oceanview/Merced/Ingleside","POINT (-122.45315125387474 37.722578779851744)"
"2117","08/23/2019",70000,"2615 Sutter Street","Presidio Heights","POINT (-122.44350599644426 37.7847648039145)"
"2118","",NA,"3222 Anza Street","Outer Richmond","POINT (-122.4827713270828 37.7782810775633)"
"2119","05/14/2015",30000,"2742 Harrison Street","Mission","POINT (-122.41203006018858 37.7535340070985)"
"2120","06/25/2015",3000,"70 Terra Vista Avenue","Lone Mountain/USF","POINT (-122.44287677289292 37.781502975232875)"
"2121","07/27/2016",3000,"2562 Sutter Street","Pacific Heights","POINT (-122.44256699427545 37.78493895707257)"
"2122","",NA,"2044 Powell Street","North Beach","POINT (-122.41145653216344 37.80346966963025)"
"2123","06/18/2019",20000,"1872 Mcallister Street","Lone Mountain/USF","POINT (-122.44285118351456 37.77725817511121)"
"2124","",NA,"642 Lombard Street","North Beach","POINT (-122.41212843120081 37.80297517018292)"
"2125","01/06/2021",5000,"4535 California Street","Inner Richmond","POINT (-122.46604286915739 37.78477883574678)"
"2126","09/22/2021",95860.15,"67 Mirabel Avenue","Bernal Heights","POINT (-122.41608580431664 37.74666243627433)"
"2127","",NA,"789 Buena Vista Avenue","Haight Ashbury","POINT (-122.44341351007863 37.76872907395972)"
"2129","02/06/2017",57400,"1627 24th Avenue","Sunset/Parkside","POINT (-122.48210020924903 37.757198961849184)"
"2130","",NA,"117 Sanchez Street","Castro/Upper Market","POINT (-122.43114196825354 37.76730594180566)"
"2131","",NA,"2460 21st Avenue","Sunset/Parkside","POINT (-122.47773549258211 37.74184039075291)"
"2132","06/06/2022",8000,"1170 Guerrero Street","Mission","POINT (-122.42301231745176 37.75246466284274)"
"2134","08/26/2021",120000,"2146 28th Avenue","Sunset/Parkside","POINT (-122.48564510761223 37.747344969419274)"
"2135","11/19/2015",5000,"40 adair Street","Mission","POINT (-122.41801366535977 37.76575652297046)"
"2138","",NA,"1259 Folsom Street","South of Market","POINT (-122.41095296675626 37.77426576673209)"
"2139","",NA,"2210 Turk Boulevard","Lone Mountain/USF","POINT (-122.44570309679725 37.7788255111266)"
"2140","11/09/2017",12500,"1923 Oak Street","Haight Ashbury","POINT (-122.45103947473491 37.771383583275096)"
"2141","",NA,"2142 45th Avenue","Sunset/Parkside","POINT (-122.50386501399663 37.746609539299094)"
"2142","",NA,"75 29th Street","Bernal Heights","POINT (-122.42225631134107 37.74394299551408)"
"2143","",NA,"748 Clipper Street","Noe Valley","POINT (-122.44150153158262 37.7486220776005)"
"2144","10/13/2015",31250,"1015 Pierce Street","Western Addition","POINT (-122.43532330029355 37.7793256968576)"
"2145","02/23/2018",20000,"1667 Green Street","Marina","POINT (-122.42651254470931 37.79725132938176)"
"2146","",NA,"93 Delta Street","Visitacion Valley","POINT (-122.40692611430005 37.71856606484905)"
"2147","",NA,"465 30th Street","Glen Park","POINT (-122.43027952330114 37.74184861301957)"
"2149","08/30/2019",20000,"2100 44th Avenue","Sunset/Parkside","POINT (-122.5028434443164 37.747378693572436)"
"2150","04/28/2022",45000,"225 Lee Avenue","Oceanview/Merced/Ingleside","POINT (-122.45415631185826 37.72229537378559)"
"2151","",NA,"2 Neptune Street","Bayview Hunters Point","POINT (-122.39692364932172 37.73123461903852)"
"2152","10/17/2016",40000,"741 Clayton Street","Haight Ashbury","POINT (-122.44827952523718 37.76809059273932)"
"2153","07/06/2017",47310,"1 Sonoma Street","North Beach","POINT (-122.40628354467638 37.79994189471926)"
"2154","",NA,"3099 washington Street","Pacific Heights","POINT (-122.44419603241774 37.79031928382802)"
"2155","",NA,"2400 Pacific Avenue","Pacific Heights","POINT (-122.43486439987375 37.793364588620385)"
"2156","01/20/2022",22000,"1414 38th Avenue","Sunset/Parkside","POINT (-122.49730918499394 37.76047844422743)"
"2157","",NA,"870 South Van Ness Avenue","Mission","POINT (-122.41696713723097 37.75926357111439)"
"2158","05/11/2016",34000,"606 26th Avenue","Outer Richmond","POINT (-122.48563263925327 37.77793062801094)"
"2159","",NA,"131 Randolph Street","Oceanview/Merced/Ingleside","POINT (-122.46383239510357 37.71427623711134)"
"2160","07/23/2018",80000,"2608 OCTAVIA Street","Marina","POINT (-122.42854774557168 37.796222379039634)"
"2162","",NA,"1764 Quesada Avenue","Bayview Hunters Point","POINT (-122.39254452059619 37.734056305306936)"
"2163","07/13/2017",50000,"79 Kempton Avenue","Oceanview/Merced/Ingleside","POINT (-122.46841674987638 37.711695287758886)"
"2164","12/24/2018",52200,"3007 California Street","Presidio Heights","POINT (-122.44396045287567 37.78760019010225)"
"2165","",NA,"2560 McAllister Street","Lone Mountain/USF","POINT (-122.45405943908723 37.775648170928626)"
"2166","",NA,"1845 Pacheco Street","Sunset/Parkside","POINT (-122.47993005557247 37.75032462083255)"
"2167","",NA,"733 Fillmore Street","Hayes Valley","POINT (-122.43131232988061 37.776168050480976)"
"2168","05/08/2017",15000,"2412 22nd Avenue","Sunset/Parkside","POINT (-122.478863306974 37.742618693558946)"
"2169","",NA,"2587 37th Avenue","Sunset/Parkside","POINT (-122.49478829197923 37.73877197652462)"
"2170","06/03/2019",88000,"1227 40th Avenue","Sunset/Parkside","POINT (-122.49976883141066 37.763912057622754)"
"2171","",NA,"210 Somerset Street","Portola","POINT (-122.4085152553052 37.72880849874257)"
"2173","12/03/2018",12637.38,"980 Bush Street","Nob Hill","POINT (-122.41337256187614 37.789608671454324)"
"2174","",NA,"662 De Haro Street","Potrero Hill","POINT (-122.40129509756687 37.76150799990163)"
"2175","05/26/2017",0,"1863 35th Avenue","Sunset/Parkside","POINT (-122.4935848610919 37.7523284757295)"
"2176","08/03/2018",131789.71,"2942 Franklin Street","Marina","POINT (-122.4262467512008 37.80153585317077)"
"2177","",NA,"475 Alvarado Street","Noe Valley","POINT (-122.43151049600972 37.753837489880915)"
"2178","",NA,"1637 Washington Street","Russian Hill","POINT (-122.42022316013353 37.79336461796078)"
"2180","09/14/2018",22107.82,"3640 26th Street","Mission","POINT (-122.42184617611878 37.74884943650089)"
"2181","",NA,"3040 Fulton Street","Inner Richmond","POINT (-122.46422207003374 37.773597840086445)"
"2182","08/11/2015",14000,"1755 11th Avenue","Inner Sunset","POINT (-122.46790838442033 37.75547402889526)"
"2183","",NA,"1223 44th Avenue","Sunset/Parkside","POINT (-122.50406279197436 37.763792679583155)"
"2184","02/19/2016",35000,"733 Fillmore Street","Hayes Valley","POINT (-122.43131232988061 37.776168050480976)"
"2186","08/31/2021",10000,"409 Lawton Street","Inner Sunset","POINT (-122.46718592830128 37.75836762001209)"
"2187","10/06/2020",35000,"30 Paulding Street","Outer Mission","POINT (-122.44175265570658 37.727751878347895)"
"2188","",NA,"12 Chenery Street","Glen Park","POINT (-122.42582902643123 37.74182791307734)"
"2189","10/13/2021",65000,"1026 Wawona Street","Sunset/Parkside","POINT (-122.47779242639385 37.737377169607264)"
"2190","",NA,"278 Francisco Street","North Beach","POINT (-122.40977349055493 37.805177453940026)"
"2191","08/03/2018",55476.7,"1969 San Jose Avenue","Outer Mission","POINT (-122.44254576205584 37.72557678825886)"
"2192","",NA,"72 Manzanita Avenue","Presidio Heights","POINT (-122.45103260305545 37.784785819827455)"
"2193","",NA,"1340 Stevenson Street","Mission","POINT (-122.4217258535715 37.77092451500161)"
"2194","",NA,"4315 Lincoln Way","Sunset/Parkside","POINT (-122.50428657573305 37.764197059341804)"
"2195","",NA,"1191 Hollister Avenue","Bayview Hunters Point","POINT (-122.39409201299327 37.72065411211032)"
"2196","03/19/2020",65000,"1385 Hampshire Street","Mission","POINT (-122.40702155863829 37.75030259699664)"
"2197","11/27/2018",50001,"2450 30th Avenue","Sunset/Parkside","POINT (-122.48738944753276 37.74158692780264)"
"2198","02/03/2021",1e+05,"449 Prentiss Street","Bernal Heights","POINT (-122.41216056254301 37.737635863691956)"
"2199","11/04/2021",30000,"2332 22nd Avenue","Sunset/Parkside","POINT (-122.47896973335699 37.7441411158337)"
"2200","",NA,"914 Cabrillo Street","Inner Richmond","POINT (-122.46840719350983 37.775195299805226)"
"2202","10/01/2021",60000,"521 08th Avenue","Inner Richmond","POINT (-122.46630403466965 37.778565006798814)"
"2203","01/19/2016",40000,"542 London Street","Excelsior","POINT (-122.43693850493476 37.720548726743225)"
"2204","",NA,"1625 larkin Street","Russian Hill","POINT (-122.41950127246794 37.79285311878874)"
"2205","",NA,"6619 California Street","Outer Richmond","POINT (-122.48849739870667 37.783702943636115)"
"2206","09/18/2018",17500,"2434 24th Street","Mission","POINT (-122.4037882229284 37.75318844732361)"
"2207","",NA,"212 genebern Way","Bernal Heights","POINT (-122.42528719449832 37.732704849636505)"
"2208","05/11/2022",25000,"1340 12th Avenue","Inner Sunset","POINT (-122.46944691438544 37.76312592479924)"
"2209","",NA,"3882 17TH Street","Castro/Upper Market","POINT (-122.43258566493094 37.762673046856555)"
"2210","",NA,"590 Baker Street","Hayes Valley","POINT (-122.44143748800737 37.776293879943566)"
"2211","05/09/2022",20000,"554 Monterey Boulevard","West of Twin Peaks","POINT (-122.44788977369925 37.731621005991414)"
"2212","",NA,"2047 Polk Street","Russian Hill","POINT (-122.4217177381409 37.79546438541241)"
"2213","",NA,"20 Day Street","Noe Valley","POINT (-122.42336666419372 37.74312661036137)"
"2214","01/03/2018",30000,"2941 Broderick Street","Marina","POINT (-122.44407700173188 37.797365502084254)"
"2215","",NA,"580 Naples Street","Excelsior","POINT (-122.43217378189136 37.71965221210173)"
"2216","",NA,"751 Haight Street","Haight Ashbury","POINT (-122.43457612668571 37.771560296571494)"
"2217","06/02/2016",81000,"147 Fillmore Street","Hayes Valley","POINT (-122.43024812712461 37.77087844131108)"
"2218","",NA,"525 Leavenworth Street","Tenderloin","POINT (-122.41471962121632 37.78585808301612)"
"2219","03/20/2018",NA,"1730 Sacramento Street","Nob Hill","POINT (-122.42143780743751 37.791458660617245)"
"2220","06/01/2022",117908,"636 Church Street","Castro/Upper Market","POINT (-122.42834862384883 37.760738483332396)"
"2221","",NA,"2020 Oakdale Avenue","Bayview Hunters Point","POINT (-122.39824071397669 37.73911984902006)"
"2222","",NA,"56 Cielito Drive","Visitacion Valley","POINT (-122.42203719157241 37.709546521044125)"
"2223","09/19/2017",17500,"17 Chattanooga Street","Noe Valley","POINT (-122.42673564490171 37.75624614232537)"
"2224","09/06/2016",70000,"1786 Golden Gate Avenue","Western Addition","POINT (-122.43994395487708 37.77857996562534)"
"2225","",NA,"1649 Washington Street","Russian Hill","POINT (-122.42039784677628 37.79334249612035)"
"2226","01/31/2022",101000,"587 38th Avenue","Outer Richmond","POINT (-122.49859112253455 37.77783783239339)"
"2227","01/24/2022",40000,"99 Devonshire Way","Inner Sunset","POINT (-122.46065887553344 37.75498844277799)"
"2228","05/02/2022",15000,"55 Norton Street","Outer Mission","POINT (-122.43585471728534 37.72502391586914)"
"2230","",NA,"1816 Hyde Street","Russian Hill","POINT (-122.41869409359535 37.797554931677595)"
