"","...1","nhood_month_year","avg_rent.mq","month","year","nhood","d"
"1602",1602,"9 2013 CCSF",2.813355,9,2013,"CCSF",2013-09-01
"1603",1603,"9 2013 financial district",4.247438,9,2013,"financial district",2013-09-01
"1604",1604,"9 2013 glen park",2.906977,9,2013,"glen park",2013-09-01
"1605",1605,"9 2013 haight ashbury",4.365385,9,2013,"haight ashbury",2013-09-01
"1606",1606,"9 2013 inner sunset",4.599379,9,2013,"inner sunset",2013-09-01
"1607",1607,"9 2013 marina / cow hollow",3.941006,9,2013,"marina / cow hollow",2013-09-01
"1608",1608,"9 2013 mission district",3.946112,9,2013,"mission district",2013-09-01
"1609",1609,"9 2013 nob hill",3.092486,9,2013,"nob hill",2013-09-01
"1610",1610,"9 2013 NOPA",3.470833,9,2013,"NOPA",2013-09-01
"1611",1611,"9 2013 outer sunset",2.530612,9,2013,"outer sunset",2013-09-01
"1612",1612,"9 2013 pacific heights",4.058571,9,2013,"pacific heights",2013-09-01
"1613",1613,"9 2013 potrero hill",3.129723,9,2013,"potrero hill",2013-09-01
"1614",1614,"9 2013 russian hill",5.553065,9,2013,"russian hill",2013-09-01
"1615",1615,"9 2013 san francisco",2.735849,9,2013,"san francisco",2013-09-01
"1616",1616,"9 2013 sea cliff",2.579496,9,2013,"sea cliff",2013-09-01
"1617",1617,"9 2013 SOMA / south beach",4.30449,9,2013,"SOMA / south beach",2013-09-01
"1618",1618,"9 2013 twin peaks",4.339137,9,2013,"twin peaks",2013-09-01
"1619",1619,"9 2013 visitacion valley",1.514706,9,2013,"visitacion valley",2013-09-01
"1620",1620,"9 2014 alamo square",2.55113,9,2014,"alamo square",2014-09-01
"1621",1621,"9 2014 bayview",2.322292,9,2014,"bayview",2014-09-01
"1622",1622,"9 2014 candlestick point",2.681091,9,2014,"candlestick point",2014-09-01
"1623",1623,"9 2014 castro",4.091158,9,2014,"castro",2014-09-01
"1624",1624,"9 2014 cole valley",3.351339,9,2014,"cole valley",2014-09-01
"1625",1625,"9 2014 diamond heights",3.708551,9,2014,"diamond heights",2014-09-01
"1626",1626,"9 2014 downtown",3.2125,9,2014,"downtown",2014-09-01
"1627",1627,"9 2014 excelsior / outer mission",2.414773,9,2014,"excelsior / outer mission",2014-09-01
"1628",1628,"9 2014 financial district",4.47068,9,2014,"financial district",2014-09-01
"1629",1629,"9 2014 glen park",3.132607,9,2014,"glen park",2014-09-01
"1630",1630,"9 2014 haight ashbury",2.771261,9,2014,"haight ashbury",2014-09-01
"1631",1631,"9 2014 ingleside",3.381372,9,2014,"ingleside",2014-09-01
"1632",1632,"9 2014 inner richmond",4.152941,9,2014,"inner richmond",2014-09-01
"1633",1633,"9 2014 lower pac hts",3.466667,9,2014,"lower pac hts",2014-09-01
"1634",1634,"9 2014 marina / cow hollow",3.713637,9,2014,"marina / cow hollow",2014-09-01
"1635",1635,"9 2014 mission district",3.25798,9,2014,"mission district",2014-09-01
"1636",1636,"9 2014 nob hill",5.009659,9,2014,"nob hill",2014-09-01
"1637",1637,"9 2014 noe valley",3.933662,9,2014,"noe valley",2014-09-01
"1638",1638,"9 2014 north beach / telegraph hill",3.586207,9,2014,"north beach / telegraph hill",2014-09-01
"1639",1639,"9 2014 outer sunset",2.821429,9,2014,"outer sunset",2014-09-01
"1640",1640,"9 2014 pacific heights",4.097077,9,2014,"pacific heights",2014-09-01
"1641",1641,"9 2014 parkside",4.180159,9,2014,"parkside",2014-09-01
"1642",1642,"9 2014 portola",2.470255,9,2014,"portola",2014-09-01
"1643",1643,"9 2014 potrero hill",3.969162,9,2014,"potrero hill",2014-09-01
"1644",1644,"9 2014 presidio hts / laurel hts / lake st",3.253589,9,2014,"presidio hts / laurel hts / lake st",2014-09-01
"1645",1645,"9 2014 russian hill",4.699344,9,2014,"russian hill",2014-09-01
"1646",1646,"9 2014 san francisco",2.617603,9,2014,"san francisco",2014-09-01
"1647",1647,"9 2014 sea cliff",2.355005,9,2014,"sea cliff",2014-09-01
"1648",1648,"9 2014 SOMA / south beach",4.407937,9,2014,"SOMA / south beach",2014-09-01
"1649",1649,"9 2014 tenderloin",3.9375,9,2014,"tenderloin",2014-09-01
"1650",1650,"9 2014 USF / anza vista",5.167558,9,2014,"USF / anza vista",2014-09-01
"1651",1651,"9 2014 visitacion valley",2.241379,9,2014,"visitacion valley",2014-09-01
"1652",1652,"9 2014 west portal / forest hills",2.307692,9,2014,"west portal / forest hills",2014-09-01
"1653",1653,"9 2015 sea cliff",2.198494,9,2015,"sea cliff",2015-09-01
"1654",1654,"9 2016 bayview",2.906476,9,2016,"bayview",2016-09-01
"1655",1655,"9 2016 bernal",4.230051,9,2016,"bernal",2016-09-01
"1656",1656,"9 2016 castro",6.116523,9,2016,"castro",2016-09-01
"1657",1657,"9 2016 CCSF",2.869359,9,2016,"CCSF",2016-09-01
"1658",1658,"9 2016 cole valley",3.291667,9,2016,"cole valley",2016-09-01
"1659",1659,"9 2016 excelsior / outer mission",2.62069,9,2016,"excelsior / outer mission",2016-09-01
"1660",1660,"9 2016 financial district",4.824977,9,2016,"financial district",2016-09-01
"1661",1661,"9 2016 glen park",3.094274,9,2016,"glen park",2016-09-01
"1662",1662,"9 2016 haight ashbury",3.514305,9,2016,"haight ashbury",2016-09-01
"1663",1663,"9 2016 hayes valley",4.918668,9,2016,"hayes valley",2016-09-01
"1664",1664,"9 2016 ingleside",3.47897,9,2016,"ingleside",2016-09-01
"1665",1665,"9 2016 inner sunset",3.13995,9,2016,"inner sunset",2016-09-01
"1666",1666,"9 2016 lower haight",3.696795,9,2016,"lower haight",2016-09-01
"1667",1667,"9 2016 lower pac hts",3.437609,9,2016,"lower pac hts",2016-09-01
"1668",1668,"9 2016 marina / cow hollow",4.796994,9,2016,"marina / cow hollow",2016-09-01
"1669",1669,"9 2016 mission district",2.97867,9,2016,"mission district",2016-09-01
"1670",1670,"9 2016 nob hill",5.081617,9,2016,"nob hill",2016-09-01
"1671",1671,"9 2016 noe valley",4.320532,9,2016,"noe valley",2016-09-01
"1672",1672,"9 2016 NOPA",4.094643,9,2016,"NOPA",2016-09-01
"1673",1673,"9 2016 north beach / telegraph hill",4.637791,9,2016,"north beach / telegraph hill",2016-09-01
"1674",1674,"9 2016 outer richmond",2.896552,9,2016,"outer richmond",2016-09-01
"1675",1675,"9 2016 outer sunset",3.323132,9,2016,"outer sunset",2016-09-01
"1676",1676,"9 2016 pacific heights",4.257599,9,2016,"pacific heights",2016-09-01
"1677",1677,"9 2016 parkside",3.227349,9,2016,"parkside",2016-09-01
"1678",1678,"9 2016 potrero hill",4.757496,9,2016,"potrero hill",2016-09-01
"1679",1679,"9 2016 presidio hts / laurel hts / lake st",4.668885,9,2016,"presidio hts / laurel hts / lake st",2016-09-01
"1680",1680,"9 2016 russian hill",4.772761,9,2016,"russian hill",2016-09-01
"1681",1681,"9 2016 san francisco",3.27216,9,2016,"san francisco",2016-09-01
"1682",1682,"9 2016 sea cliff",3.583573,9,2016,"sea cliff",2016-09-01
"1683",1683,"9 2016 SOMA / south beach",5.360024,9,2016,"SOMA / south beach",2016-09-01
"1684",1684,"9 2016 USF / anza vista",4.583333,9,2016,"USF / anza vista",2016-09-01
"1685",1685,"9 2016 visitacion valley",2.892606,9,2016,"visitacion valley",2016-09-01
"1686",1686,"9 2016 west portal / forest hills",3.144128,9,2016,"west portal / forest hills",2016-09-01
"1687",1687,"9 2017 bayview",4.096296,9,2017,"bayview",2017-09-01
"1688",1688,"9 2017 financial district",5.885714,9,2017,"financial district",2017-09-01
"1689",1689,"9 2017 ingleside",3.212288,9,2017,"ingleside",2017-09-01
"1690",1690,"9 2017 inner sunset",2.953253,9,2017,"inner sunset",2017-09-01
"1691",1691,"9 2017 lower haight",5.382609,9,2017,"lower haight",2017-09-01
"1692",1692,"9 2017 marina / cow hollow",4.766667,9,2017,"marina / cow hollow",2017-09-01
"1693",1693,"9 2017 nob hill",4.925141,9,2017,"nob hill",2017-09-01
"1694",1694,"9 2017 noe valley",5.5,9,2017,"noe valley",2017-09-01
"1695",1695,"9 2017 NOPA",4.495,9,2017,"NOPA",2017-09-01
"1696",1696,"9 2017 north beach / telegraph hill",5.625,9,2017,"north beach / telegraph hill",2017-09-01
"1697",1697,"9 2017 parkside",2.724138,9,2017,"parkside",2017-09-01
"1698",1698,"9 2017 potrero hill",4.755254,9,2017,"potrero hill",2017-09-01
"1699",1699,"9 2017 presidio hts / laurel hts / lake st",3.117669,9,2017,"presidio hts / laurel hts / lake st",2017-09-01
"1700",1700,"9 2017 russian hill",4.891667,9,2017,"russian hill",2017-09-01
"1701",1701,"9 2017 sea cliff",2.666667,9,2017,"sea cliff",2017-09-01
"1702",1702,"9 2017 SOMA / south beach",4.674768,9,2017,"SOMA / south beach",2017-09-01
