"","Address","File.Date","Neighborhoods...Analysis.Boundaries","Location"
"7315","900 Block Of Fell  Street","09/14/2021","Hayes Valley","(37.774584240668496, -122.4334714563454)"
"7316","1200 Block Of Alemany  Boulevard","10/05/2016","Outer Mission","(37.730191110569415, -122.4322923227709)"
"7317","1200 Block Of Mission  Street","02/12/2018","South of Market","(37.77646910316946, -122.4144089515286)"
"7318","500 Block Of Valencia  Street","11/16/2021","Mission","(37.76410857429425, -122.42180898440034)"
"7319","1000 Block Of Fell  Street","06/01/2020","Hayes Valley","(37.77437624959559, -122.43511730725707)"
"7320","1300 Block Of Lombard  Street","03/29/2018","Russian Hill","(37.80145115483889, -122.42372740894734)"
"7322","1600 Block Of Bush  Street","05/30/2013","Western Addition","(37.788174963278465, -122.42441528948683)"
"7323","1100 Block Of Rhode Island  Street","05/23/2017","Potrero Hill","(37.75584570468629, -122.40171094723011)"
"7324","100 Block Of Cambon  Drive","12/13/2018","Lakeshore","(37.71666589768526, -122.47424222974327)"
"7325","0 Block Of Chumasero  Drive","11/13/2017","Lakeshore","(37.713278458267844, -122.47292413080851)"
"7326","1200 Block Of Oak  Street","02/03/2012","Haight Ashbury","(37.77281742964437, -122.43991187406652)"
"7327","4400 Block Of Balboa  Street","08/11/2014","Outer Richmond","(37.77529905265037, -122.50642081654374)"
"7329","500 Block Of Jersey  Street","05/07/2014","Noe Valley","(37.750293461127505, -122.43730964819322)"
"7330","3200 Block Of 23rd  Street","05/15/2020","Mission","(37.753934913170056, -122.4169596957879)"
"7331","400 Block Of 17th  Avenue","07/09/2012","Outer Richmond","(37.779514844979765, -122.47609723172343)"
"7333","400 Block Of Gonzalez  Drive","11/01/2021","Lakeshore","(37.71616701334746, -122.47653596791682)"
"7334","200 Block Of Montana  Street","03/12/2012","Oceanview/Merced/Ingleside","(37.71658184150574, -122.46142371002541)"
"7335","100 Block Of 08th  Avenue","09/26/2019","Inner Richmond","(37.78564182865708, -122.46676238750928)"
"7336","100 Block Of Jasper  Place","05/12/2016","North Beach","(37.80100893065391, -122.40845539957928)"
"7337","3500 Block Of Divisadero  Street","05/24/2013","Marina","(37.80230625877591, -122.44331850125695)"
"7339","600 Block Of San Jose  Avenue","06/18/2015","Bernal Heights","(37.74474550557943, -122.42230919008945)"
"7340","100 Block Of Juan Bautista  Circle","02/28/2020","Lakeshore","(37.71767677513348, -122.47841334763918)"
"7341","300 Block Of Cardenas  Avenue","08/25/2014","Lakeshore","(37.71900113309209, -122.47519750682376)"
"7342","400 Block Of 38th  Avenue","05/24/2012","Outer Richmond","(37.77981140983269, -122.49868947067995)"
"7343","300 Block Of Russia  Avenue","06/25/2019","Excelsior","(37.720253860588926, -122.43438503237965)"
"7344","300 Block Of 10th  Street","11/10/2014","South of Market","(37.772442420395386, -122.41236071593165)"
"7345","400 Block Of 20th  Avenue","02/01/2013","Outer Richmond","(37.77937151058013, -122.47931187956954)"
"7346","1100 Block Of Filbert  Street","05/26/2015","Russian Hill","(37.800237366998324, -122.4184099607316)"
"7347","1700 Block Of Page  Street","09/21/2021","Haight Ashbury","(37.770625103628525, -122.44958771037815)"
"7348","2000 Block Of Market  Street","03/05/2014","Castro/Upper Market","(37.76835375702118, -122.42773104379441)"
"7350","300 Block Of Lexington  Street","04/15/2022","Mission","(37.75774681535718, -122.42042258641351)"
"7351","2200 Block Of Pacific  Avenue","05/31/2018","Pacific Heights","(37.793662335863885, -122.43226847582696)"
"7352","400 Block Of 27th  Avenue","09/25/2020","Outer Richmond","(37.780958557746885, -122.48694891595838)"
"7353","300 Block Of Coleridge  Street","07/07/2016","Bernal Heights","(37.74153192148338, -122.42112197919685)"
"7354","1400 Block Of Scott  Street","10/25/2011","Western Addition","(37.78319026835615, -122.43774069701976)"
"7355","800 Block Of Green  Street","07/09/2015","Nob Hill","(37.79899167775381, -122.41310702061587)"
"7356","200 Block Of Ortega  Street","12/04/2017","Inner Sunset","(37.75282707656302, -122.4660668381739)"
"7357","1200 Block Of Washington  Street","07/05/2016","Nob Hill","(37.794215205495476, -122.41382935730618)"
"7358","600 Block Of Alvarado  Street","05/03/2019","Noe Valley","(37.75360638747306, -122.43541993042383)"
"7359","500 Block Of Brannan  Street","08/16/2021","South of Market","(37.777447612019145, -122.39764305748403)"
"7360","2400 Block Of Filbert  Street","02/22/2016","Marina","(37.797498072989264, -122.43978901040049)"
"7361","200 Block Of Munich  Street","04/20/2015","Excelsior","(37.72165165422495, -122.42624018298653)"
"7362","0 Block Of Essex  Street","08/12/2021","Financial District/South Beach","(37.785966027212766, -122.39512624662231)"
"7363","700 Block Of Castro  Street","10/16/2012","Castro/Upper Market","(37.757286724538986, -122.43465958061282)"
"7364","500 Block Of Leavenworth  Street","01/10/2017","Tenderloin","(37.786051146579986, -122.41471192848003)"
"7365","1800 Block Of 09th  Avenue","01/09/2020","Inner Sunset","(37.75378017706745, -122.46559763361125)"
"7366","1100 Block Of Alabama  Street","12/05/2013","Mission","(37.753485830687225, -122.41104139324008)"
"7367","200 Block Of Richland  Avenue","09/20/2021","Bernal Heights","(37.7358524452055, -122.4216576699637)"
"7368","400 Block Of Edinburgh  Street","11/07/2018","Excelsior","(37.72201074081353, -122.43141931159055)"
"7370","100 Block Of Kingston  Street","10/06/2021","Bernal Heights","(37.741537107432734, -122.4218152979652)"
"7371","0 Block Of Latona  Street","09/07/2012","Bayview Hunters Point","(37.731608435638755, -122.39255917423253)"
"7372","3500 Block Of Divisadero  Street","09/25/2014","Marina","(37.80230625877591, -122.44331850125695)"
"7373","100 Block Of Carl  Street","04/07/2014","Haight Ashbury","(37.76570789785305, -122.45068050973488)"
"7375","0 Block Of Corwin  Street","06/26/2013","Twin Peaks","(37.75710802120593, -122.43961559296358)"
"7377","2700 Block Of San Bruno  Avenue","05/26/2017","Portola","(37.72703379157112, -122.40334759797176)"
"7378","300 Block Of Serrano  Drive","06/24/2020","Lakeshore","(37.71906512305384, -122.48046768003915)"
"7379","300 Block Of Capp  Street","04/12/2017","Mission","(37.761101313584554, -122.41819471873946)"
"7381","100 Block Of Lee  Avenue","01/08/2020","Oceanview/Merced/Ingleside","(37.7209447827925, -122.45410135560995)"
"7382","900 Block Of Hayes  Street","03/25/2020","Hayes Valley","(37.77573021707612, -122.43201417037332)"
"7383","300 Block Of Turk  Street","06/02/2015","Tenderloin","(37.78268974159542, -122.4148738201106)"
"7384","1500 Block Of Mckinnon  Avenue","02/05/2013","Bayview Hunters Point","(37.735339857141454, -122.38830078912996)"
"7385","500 Block Of Hyde  Street","10/16/2019","Tenderloin","(37.78601836706214, -122.41638995162108)"
"7387","500 Block Of 34th  Avenue","05/07/2012","Outer Richmond","(37.77868755575535, -122.49431009020896)"
"7388","1800 Block Of Polk  Street","06/11/2014","Russian Hill","(37.79370092284132, -122.42131716925903)"
"7389","100 Block Of Kissling  Street","11/09/2021","Mission","(37.772052636001305, -122.41562563030257)"
"7391","0 Block Of Turk  Street","08/02/2019","Tenderloin","(37.78333200817521, -122.40984274169635)"
"7392","3000 Block Of 20th  Street","09/14/2017","Mission","(37.75910900928929, -122.41116919290589)"
"7394","1200 Block Of Bay  Street","09/20/2016","Marina","(37.803831775770114, -122.42757791073268)"
"7395","300 Block Of Winding  Way","10/15/2013","Excelsior","(37.70940985001422, -122.43750033563153)"
"7396","100 Block Of Joost  Avenue","03/04/2019","West of Twin Peaks","(37.73237274112273, -122.43860489657118)"
"7397","400 Block Of Hyde  Street","08/01/2012","Tenderloin","(37.784912407198775, -122.41616572005142)"
"7398","100 Block Of Cambon  Drive","12/03/2020","Lakeshore","(37.71666589768526, -122.47424222974327)"
"7399","0 Block Of 09th  Street","12/16/2019","South of Market","(37.77710577426984, -122.41580613392566)"
"7400","400 Block Of Baker  Street","04/18/2018","Lone Mountain/USF","(37.77503608428522, -122.44120523855315)"
"7401","600 Block Of Oak  Street","08/18/2020","Hayes Valley","(37.774076974081, -122.4300015298221)"
"7402","400 Block Of Gonzalez  Drive","09/18/2013","Lakeshore","(37.71616701334746, -122.47653596791682)"
"7403","3800 Block Of 26th  Street","04/22/2016","Noe Valley","(37.7485642137102, -122.42598389379496)"
"7404","100 Block Of Beavers  Street","04/09/2021","Castro/Upper Market","(37.76497436757419, -122.4359635853617)"
"7405","1800 Block Of Silver  Avenue","11/19/2021","Bayview Hunters Point","(37.734336977435404, -122.40243330962)"
"7406","400 Block Of Hyde  Street","02/23/2012","Tenderloin","(37.784912407198775, -122.41616572005142)"
"7407","1600 Block Of Revere  Avenue","08/26/2014","Bayview Hunters Point","(37.732047426550984, -122.39084287316248)"
"7408","3300 Block Of 20th  Street","08/16/2013","Mission","(37.758863112578155, -122.41523466606306)"
"7410","300 Block Of 24th  Avenue","01/22/2014","Outer Richmond","(37.783003752733606, -122.48386993964085)"
"7411","1900 Block Of Sacramento  Street","10/03/2014","Pacific Heights","(37.79097786818287, -122.42498180417653)"
"7412","500 Block Of Shotwell  Street","07/10/2018","Mission","(37.759631747470095, -122.41585402250269)"
"7413","600 Block Of 26th  Avenue","12/23/2016","Outer Richmond","(37.77718485236137, -122.48559986423578)"
"7414","500 Block Of Battery  Street","04/02/2012","Financial District/South Beach","(37.79632592325801, -122.40058343681777)"
"7415","3300 Block Of 19th  Street","02/28/2018","Mission","(37.760334044335956, -122.41757196759166)"
"7418","2000 Block Of Bancroft  Avenue","08/01/2014","Bayview Hunters Point","(37.73036688175637, -122.40120684127695)"
"7419","1800 Block Of Filbert  Street","01/25/2016","Marina","(37.79875293235113, -122.42992471521548)"
"7420","0 Block Of Tehama  Street","05/10/2022","Financial District/South Beach","(37.78734299240432, -122.39642922962278)"
"7421","2600 Block Of Ortega  Street","06/01/2017","Sunset/Parkside","(37.751686127022175, -122.49188115127865)"
"7422","1400 Block Of 26th  Avenue","05/17/2019","Sunset/Parkside","(37.76043562016308, -122.48443066993529)"
"7423","2500 Block Of 24th  Street","12/10/2012","Mission","(37.75309262379402, -122.40484714089074)"
"7424","700 Block Of Arguello  Boulevard","06/10/2013","Lone Mountain/USF","(37.77672216108315, -122.45854263273878)"
"7425","300 Block Of Winding  Way","05/17/2018","Excelsior","(37.70940985001422, -122.43750033563153)"
"7426","600 Block Of Ashbury  Street","08/04/2014","Haight Ashbury","(37.769540980754215, -122.44683935447202)"
"7427","800 Block Of Delano  Avenue","03/06/2017","Outer Mission","(37.71798041103298, -122.44643999786288)"
"7428","1800 Block Of Union  Street","06/09/2015","Marina","(37.79782081310784, -122.42973647000093)"
"7429","1800 Block Of Green  Street","06/25/2012","Marina",""
"7430","0 Block Of Carl  Street","02/10/2012","Haight Ashbury","(37.76593612796158, -122.44889096243251)"
"7431","400 Block Of Greenwich  Street","01/22/2013","North Beach","(37.802538386585894, -122.40768772278277)"
"7432","1600 Block Of Grove  Street","10/08/2015","Lone Mountain/USF","(37.77519080985259, -122.44376915448481)"
"7434","1800 Block Of 33rd  Avenue","03/02/2015","Sunset/Parkside","(37.75264477618556, -122.49141000419183)"
"7435","3700 Block Of 20th  Street","05/08/2019","Mission","(37.758295695013864, -122.4246276714548)"
"7436","300 Block Of Union  Street","09/09/2016","North Beach","(37.80098565323301, -122.4048348547501)"
"7437","1000 Block Of Huron  Avenue","06/25/2021","Outer Mission",""
"7438","200 Block Of Central  Avenue","06/27/2013","Haight Ashbury","(37.77182670111496, -122.44393022662372)"
"7440","1300 Block Of 46th  Avenue","10/03/2012","Sunset/Parkside","(37.76135471332721, -122.50599359115051)"
"7441","1100 Block Of Mission  Street","11/02/2015","South of Market","(37.77775137475284, -122.41278551996157)"
"7443","2100 Block Of Stockton  Street","11/27/2013","North Beach","(37.80556294213394, -122.41021721664737)"
"7444","200 Block Of Harrison  Street","08/09/2021","Financial District/South Beach","(37.787794844624614, -122.39074957351065)"
"7446","400 Block Of Tehama  Street","03/10/2017","South of Market","(37.78019564024522, -122.40551595472381)"
"7447","1500 Block Of Pine  Street","05/29/2014","Nob Hill","(37.789516251812245, -122.42131432789654)"
"7451","800 Block Of Pine  Street","11/03/2017","Nob Hill","(37.79098485152643, -122.40979957599775)"
"7452","2100 Block Of Union  Street","11/21/2011","Marina","(37.797193516591854, -122.43466828269193)"
"7453","1000 Block Of Capp  Street","12/06/2016","Mission","(37.749905845612886, -122.41712487554675)"
"7456","200 Block Of Valencia  Street","05/12/2015","Mission","(37.76844691468202, -122.42222866541876)"
"7458","1700 Block Of Market  Street","10/20/2020","Mission","(37.77216287863672, -122.42296328657235)"
"7459","0 Block Of Taylor  Street","11/23/2015","Tenderloin",""
"7460","1000 Block Of Ingerson  Avenue","12/21/2011","Bayview Hunters Point","(37.7196444363502, -122.39391678729483)"
"7461","900 Block Of Bush  Street","08/09/2017","Nob Hill",""
"7462","300 Block Of 21st  Avenue","02/13/2014","Outer Richmond","(37.78124627516892, -122.48052032060185)"
"7464","3300 Block Of 20th  Street","11/30/2015","Mission","(37.758863112578155, -122.41523466606306)"
"7465","2500 Block Of 19th  Street","09/01/2020","Potrero Hill","(37.760631167314486, -122.40756496116556)"
"7467","1500 Block Of Jennings  Street","12/29/2016","Bayview Hunters Point","(37.73047879031264, -122.38556987028447)"
"7468","400 Block Of Broadway  Street","04/03/2013","North Beach","(37.79817070827649, -122.40427147796282)"
"7469","800 Block Of Van Ness  Street","02/13/2015","Tenderloin","(37.78361121362817, -122.42088140477786)"
"7470","100 Block Of Rivas  Avenue","07/14/2016","Lakeshore","(37.715965490957736, -122.48162108005852)"
"7471","300 Block Of San Jose  Avenue","07/25/2013","Mission","(37.749406453854114, -122.42133769687408)"
"7473","700 Block Of Panorama  Drive","11/14/2018","Twin Peaks","(37.75345938551694, -122.45404406342365)"
"7474","1700 Block Of Mckinnon  Avenue","11/29/2021","Bayview Hunters Point","(37.73743398460232, -122.39202628695409)"
"7476","1100 Block Of Pine  Street","01/08/2016","Nob Hill","(37.79033452184641, -122.4149278200683)"
"7478","1400 Block Of Larkin  Street","08/12/2016","Nob Hill","(37.79124603345108, -122.41912897347056)"
"7480","300 Block Of Leland  Avenue","02/11/2016","Visitacion Valley","(37.71343039630208, -122.41061737284652)"
"7481","100 Block Of Balboa  Street","11/05/2014","Inner Richmond","(37.77740509502251, -122.46026058030291)"
"7482","0 Block Of Sharon  Street","10/23/2014","Castro/Upper Market","(37.765251907772374, -122.4298483448075)"
"7483","100 Block Of Eureka  Street","01/24/2019","Castro/Upper Market","(37.75989248741167, -122.43818886649454)"
"7484","400 Block Of Fell  Street","04/06/2020","Hayes Valley","(37.77563925641245, -122.42519749036856)"
"7485","400 Block Of Madrid  Street","07/01/2020","Excelsior","(37.722393007316015, -122.43221956220114)"
"7486","600 Block Of 20th  Avenue","03/29/2017","Outer Richmond","(37.775613718582186, -122.47903902558078)"
"7487","0 Block Of Ottawa  Avenue","05/06/2016","Outer Mission","(37.71486169118987, -122.44529090290611)"
"7488","100 Block Of Page  Street","09/15/2015","Hayes Valley","(37.77398710847504, -122.423177091124)"
"7489","1000 Block Of Post  Street","01/12/2022","Tenderloin","(37.786932739257615, -122.41909946660869)"
"7490","300 Block Of Union  Street","11/21/2014","North Beach","(37.80098565323301, -122.4048348547501)"
"7491","100 Block Of Graystone  Terrace","01/14/2022","Castro/Upper Market","(37.75764851461937, -122.44660143694466)"
"7492","500 Block Of 08th  Avenue","10/12/2017","Inner Richmond","(37.778065190352415, -122.4662208861145)"
"7493","900 Block Of Post  Street","07/12/2022","Tenderloin","(37.787119287846416, -122.41763040817536)"
"7494","400 Block Of Laurel  Street","09/30/2014","Presidio Heights","(37.78730196207742, -122.45021083283945)"
"7495","1100 Block Of Mission  Street","07/29/2014","South of Market","(37.77775137475284, -122.41278551996157)"
"7496","100 Block Of Bernard  Street","02/03/2022","Nob Hill","(37.79621321233911, -122.41591786320542)"
